Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Content_%,Temperature_C,Historical_Yield_kg_ha,Crop_Yield_kg_ha
8.12,64.0,79.3,17.7,16.2,21.8,2906.7,2520.3
4.87,61.9,20.6,21.9,37.5,24.8,2860.0,2581.0
5.78,36.0,35.7,81.9,29.8,36.4,5487.4,4396.9
8.3,28.7,8.4,44.2,6.1,22.4,4340.9,3694.1
8.3,78.8,48.9,83.3,23.4,26.1,6297.7,5713.1
6.79,94.2,41.3,75.4,38.8,11.5,2844.2,2456.7
7.03,14.8,55.0,77.0,48.0,10.1,5152.0,3979.3
6.29,22.0,45.7,32.9,44.3,17.3,5517.7,4852.9
5.67,67.8,34.9,31.7,5.1,30.4,1908.9,1818.5
5.81,82.4,60.3,54.8,14.8,13.6,3403.5,2481.8
7.19,81.2,6.9,43.4,14.3,13.4,3896.9,3189.3
7.51,74.8,45.6,50.7,23.6,22.3,3134.1,2835.6
7.67,89.9,13.5,14.3,34.1,29.4,2932.7,2550.6
7.66,29.6,37.7,87.7,11.9,31.4,5118.5,4348.5
4.86,19.7,64.3,14.7,46.2,15.4,2295.2,1910.5
6.48,65.4,15.7,24.3,40.0,12.4,5256.3,4389.5
4.73,84.0,75.2,64.3,23.9,38.2,6610.3,4343.2
6.7,62.4,71.6,22.4,31.3,17.8,4391.2,3833.1
6.27,96.7,36.1,18.5,29.4,35.6,4668.6,4016.8
8.05,81.6,5.4,22.3,31.2,35.9,1413.6,1164.8
5.9,73.1,64.2,15.0,43.7,33.2,6186.9,5709.3
4.97,15.4,71.1,30.1,14.0,15.1,2712.7,1965.6
5.07,19.7,18.1,31.7,35.8,34.7,4690.3,3710.6
7.55,80.6,73.7,49.9,9.8,33.1,6874.7,5879.7
6.97,27.8,73.6,45.1,25.7,27.9,4573.0,4136.8
4.9,12.6,40.3,47.9,33.6,20.1,5348.3,4754.5
4.84,92.0,64.9,59.3,5.6,17.9,3671.9,2991.0
7.3,90.2,38.4,28.5,9.9,13.7,1362.2,1009.6
4.79,29.7,47.3,20.8,9.1,25.3,5785.6,5443.5
7.79,80.2,29.0,80.3,21.9,27.6,1210.0,1176.4
7.32,14.3,17.0,60.7,33.0,20.8,5203.9,5289.8
4.83,35.7,61.0,14.9,49.8,24.3,1137.5,1113.5
4.84,66.1,5.1,86.9,16.4,20.9,6173.8,5465.6
8.45,78.7,48.5,65.4,11.1,29.2,1945.8,1566.2
6.0,10.9,69.9,22.1,23.7,37.0,4085.6,3185.0
5.98,39.4,21.6,87.5,11.6,14.9,4582.9,3334.6
7.75,29.3,30.0,39.2,6.1,21.4,3745.3,3042.7
8.29,99.9,49.1,88.8,30.4,14.2,3044.6,2237.0
8.44,70.4,23.5,18.3,44.6,28.7,3806.9,3556.7
7.51,46.5,68.6,22.8,43.7,31.9,2868.5,2606.7
6.01,16.8,32.5,62.6,9.5,38.0,3628.7,2818.7
4.83,63.9,48.6,11.8,11.6,18.4,3153.5,2550.4
7.61,67.8,22.0,11.5,27.1,38.5,4397.2,3162.7
6.73,83.5,8.1,73.4,21.5,11.9,2427.5,1747.1
6.2,36.0,18.0,23.4,36.6,28.1,6931.9,7117.4
8.13,98.3,8.5,83.5,27.3,11.7,4005.2,2624.2
4.94,49.6,40.1,44.1,5.9,36.8,2165.0,1524.9
6.47,36.6,49.0,79.9,17.8,25.9,3862.4,3730.5
4.55,41.4,8.4,43.4,45.6,30.1,6198.5,5739.9
6.37,56.8,11.8,52.4,28.0,34.9,1130.8,985.4
4.73,94.3,41.4,35.3,40.9,14.5,5077.3,4192.5
4.98,76.2,64.9,62.6,23.1,11.2,4287.8,2865.6
4.97,61.9,52.1,35.5,35.5,36.4,2017.3,1609.3
7.1,24.7,12.9,27.9,12.6,19.4,5904.9,5315.9
7.48,23.4,71.6,16.5,38.1,13.9,3213.3,2300.9
6.83,55.2,73.8,14.6,40.4,24.1,2762.8,2803.9
8.35,75.6,29.4,34.5,9.1,27.9,5968.8,4792.2
6.0,77.6,51.2,68.9,13.2,10.9,4831.2,3684.9
5.64,30.3,41.9,26.4,25.8,18.2,6389.6,5202.3
7.97,19.0,75.7,33.9,33.7,11.0,4779.3,3255.2
5.39,44.6,43.2,82.4,33.7,22.6,5444.9,4867.1
8.35,92.6,77.0,61.1,35.1,36.9,6018.7,4602.5
4.55,59.1,20.0,83.6,37.1,39.5,1328.4,841.4
8.38,38.8,30.9,82.9,27.8,29.1,5656.3,5367.8
4.67,39.1,63.6,15.1,30.9,14.8,4682.2,3255.1
8.06,21.9,63.8,86.4,5.4,37.2,1417.0,925.0
6.61,52.6,59.9,14.1,12.5,25.5,4051.5,4209.9
8.47,81.2,69.5,84.0,27.4,14.6,1494.7,1265.1
4.8,97.2,57.7,53.7,38.6,37.7,5415.7,4422.4
6.72,55.1,52.7,52.7,41.4,32.7,4279.0,3605.7
8.38,25.0,39.4,67.1,37.8,32.0,6721.4,5421.7
6.59,71.5,40.0,80.3,26.9,31.3,2098.8,1977.9
7.02,78.1,35.5,59.4,17.7,16.0,4636.2,3529.3
7.28,16.5,51.5,44.0,25.0,16.3,2269.5,1898.3
6.32,86.5,35.5,19.0,5.4,30.6,4684.4,4146.3
7.01,84.6,16.1,73.1,31.9,16.6,5335.9,4768.7
6.84,52.5,13.0,20.3,8.4,23.2,5333.8,5505.2
8.1,60.4,74.3,68.1,11.5,33.5,5890.4,4507.6
4.68,74.2,6.9,52.2,33.2,33.5,6121.3,5088.6
5.62,70.9,12.9,40.9,5.6,23.6,1463.6,1356.5
8.3,11.5,38.4,59.0,30.8,33.8,3059.6,2397.3
8.06,21.0,24.7,71.8,33.7,35.2,5122.7,4132.1
6.32,24.6,35.4,85.3,40.5,29.6,3991.5,4273.9
6.98,78.0,13.8,31.2,8.1,16.9,2144.1,1911.5
5.61,49.6,14.8,85.8,5.1,18.2,4316.3,3731.5
5.25,59.1,65.0,86.9,39.5,19.4,3444.6,3164.5
6.35,79.5,61.9,75.1,18.1,13.5,3340.2,2685.0
5.91,40.7,12.8,80.5,44.9,18.2,5858.5,5696.8
6.83,77.4,55.1,65.4,13.3,16.3,3445.6,2777.9
4.81,49.8,50.7,13.1,31.3,23.7,1158.7,1115.8
8.4,43.9,58.5,56.0,9.9,37.3,1348.4,950.1
8.44,40.0,40.6,69.8,23.1,13.1,6137.5,4595.6
7.29,96.8,25.2,85.3,44.7,31.6,6763.6,5930.9
6.64,79.5,54.8,55.6,32.4,30.6,5130.5,5122.7
5.74,11.8,32.9,73.5,36.0,12.9,3186.2,2555.5
7.76,96.2,21.4,66.4,15.2,37.7,6631.6,4560.9
7.24,79.8,35.6,32.5,46.5,27.1,4976.8,5021.9
5.15,23.4,62.2,22.4,33.1,20.9,6066.0,5717.8
8.14,16.9,40.7,70.1,9.8,32.7,5595.1,4794.3
7.79,37.7,27.5,28.7,5.7,17.7,3274.8,2422.9
8.3,66.2,67.4,29.6,5.7,30.8,3872.2,2877.0
7.4,65.5,71.1,61.5,7.3,11.2,2116.8,1418.8
6.95,34.8,37.5,73.1,46.0,35.2,2752.1,2593.0
6.17,50.1,33.1,56.6,21.1,23.4,5668.8,5964.6
8.23,29.1,51.0,80.8,18.4,29.1,6363.9,5733.2
7.96,14.6,9.3,26.9,23.7,16.6,5346.8,3914.6
4.68,56.5,56.8,30.2,23.4,30.3,3791.0,3195.5
4.61,41.2,63.7,61.0,15.7,33.2,1519.1,1254.9
6.01,58.9,34.8,76.3,9.1,24.2,1341.7,1436.6
7.74,95.2,18.1,53.1,9.9,28.5,3246.0,2859.1
8.45,22.9,7.2,10.8,32.0,23.7,3782.9,3796.5
5.1,10.2,52.8,64.2,22.9,36.8,4654.7,3217.6
6.88,16.9,25.2,75.1,45.6,24.9,1038.9,1085.8
6.02,51.6,39.8,32.1,25.9,35.3,6938.3,6089.5
8.38,73.6,34.0,14.3,27.7,34.0,3183.6,2574.1
7.87,62.3,18.1,51.4,46.8,22.3,6088.6,6268.2
7.85,54.5,43.1,13.4,27.6,16.9,4209.8,3745.7
6.37,41.9,39.5,43.3,27.6,22.2,1782.6,1770.4
6.16,37.9,51.8,11.4,21.3,34.8,5785.4,4487.4
5.59,43.9,23.9,28.0,37.0,16.8,5259.0,4651.2
4.73,65.0,21.1,41.1,22.7,25.7,4164.6,3972.5
7.96,25.1,66.1,18.9,31.5,34.2,4087.3,3457.8
7.75,79.4,57.7,19.1,25.1,20.6,1524.9,1388.9
8.5,61.8,62.9,76.2,28.8,29.3,4935.1,4682.0
8.49,34.2,14.2,13.3,42.2,17.4,6467.5,5687.4
6.72,55.1,21.8,65.1,23.6,13.3,1559.5,1308.5
7.58,96.7,48.2,75.2,15.4,33.8,2581.1,2244.0
8.28,11.8,69.3,20.5,30.7,13.0,6413.8,4771.1
7.9,28.0,71.9,25.6,47.2,18.1,2706.1,2369.6
5.49,50.4,67.4,61.3,36.2,35.7,4923.7,4400.1
6.3,67.5,8.3,35.3,18.9,20.4,4208.9,4028.6
5.02,29.1,66.6,48.1,48.3,39.2,4578.0,3589.6
8.32,93.8,72.4,76.9,20.4,39.4,3494.7,2449.7
6.92,67.8,9.3,21.0,49.2,18.0,2799.9,2604.9
5.41,89.0,36.2,59.6,13.6,11.2,1291.2,956.5
7.19,39.6,45.2,85.4,50.0,31.2,5465.7,5414.8
6.97,84.6,22.5,14.6,8.4,23.5,5476.6,5218.2
5.93,44.0,43.8,14.8,37.1,13.0,5024.4,3853.8
4.95,32.7,71.4,54.4,38.3,31.2,4861.8,4064.4
7.19,92.0,70.0,86.8,35.6,10.9,2462.3,1877.1
6.58,18.3,75.5,27.6,40.0,36.1,1134.1,896.0
7.59,94.9,41.3,36.5,26.2,14.2,5852.3,4567.4
6.58,51.3,35.8,17.9,7.4,13.8,3946.8,3308.3
7.91,99.3,54.9,39.0,21.1,15.3,2841.0,2487.1
6.71,58.6,36.3,13.5,33.9,38.8,1611.6,1248.5
6.74,78.2,8.1,41.1,34.1,30.8,1376.3,1197.2
8.01,10.6,59.0,54.4,13.8,34.0,3093.2,2376.6
6.11,54.7,26.1,88.0,16.4,21.9,5828.4,5736.0
5.04,76.4,8.7,75.5,26.9,20.1,6512.3,5665.6
4.62,80.5,6.5,75.8,37.8,17.0,6380.5,4988.9
7.52,24.2,74.9,28.3,43.4,24.4,6520.0,6306.6
6.98,47.7,23.9,17.0,8.9,26.6,6446.4,6099.1
7.32,47.7,38.6,58.2,46.7,29.0,4163.3,3825.7
5.35,19.3,76.3,51.7,46.7,17.7,2316.5,1957.3
5.05,49.9,40.1,51.3,5.4,38.5,5788.3,4281.1
4.56,82.6,10.9,18.7,27.8,15.1,2282.3,1838.6
5.9,37.0,46.4,49.5,31.4,39.0,2603.2,1769.2
6.86,48.9,11.6,22.0,29.9,10.4,2399.5,1685.2
6.07,96.5,12.1,43.8,32.7,24.4,4089.9,4287.5
6.25,12.9,68.9,15.0,27.7,20.0,2931.0,2490.4
8.12,63.2,26.7,78.6,18.2,23.5,1924.9,1871.9
5.89,76.9,55.9,11.1,9.3,27.1,3719.0,3460.5
6.56,78.5,43.2,85.1,14.4,23.1,6243.4,6199.1
7.63,74.4,21.7,79.0,38.3,22.4,4423.3,4136.8
6.09,75.4,43.8,70.2,15.8,32.0,6270.0,5383.0
6.99,15.3,10.2,88.6,42.3,30.6,2175.2,2190.9
7.95,58.1,31.0,14.3,23.2,35.0,2001.8,1635.6
8.3,80.5,44.2,61.3,23.7,17.5,4453.5,4006.6
5.09,18.5,22.1,77.9,44.1,28.3,3780.0,3718.0
8.21,11.1,54.5,20.1,14.6,27.6,4961.0,4444.2
6.47,83.3,8.9,56.8,13.5,21.1,5767.8,5236.3
5.53,74.1,41.4,41.5,49.3,24.6,5507.8,5984.7
6.34,47.1,58.6,44.9,29.3,19.4,6653.6,6779.2
8.42,94.6,37.2,83.0,13.6,14.3,3389.5,2328.3
6.47,79.0,70.6,53.1,12.5,16.4,2238.3,1923.8
5.82,97.1,52.4,17.5,43.8,13.2,4305.5,3267.7
7.03,93.6,76.9,85.0,32.0,30.5,1664.5,1702.1
5.46,53.3,26.3,24.8,10.2,29.8,2733.1,2430.5
4.8,77.9,75.4,81.4,44.9,38.5,2247.3,1828.1
5.02,70.2,50.5,87.7,25.0,31.9,3379.4,2659.1
5.01,83.0,60.9,80.2,49.5,11.6,1667.3,1389.9
5.11,80.9,72.7,64.2,17.7,36.5,1191.1,832.3
5.06,23.8,46.3,69.5,28.8,35.9,4940.8,3656.2
7.06,31.0,69.7,66.0,12.8,23.3,4661.5,4240.5
5.23,33.9,45.6,46.8,24.8,27.6,5250.2,4556.2
5.88,83.7,49.9,32.0,12.9,39.3,4962.3,3336.8
8.09,83.0,38.4,32.8,18.8,26.0,1685.8,1588.8
6.4,54.6,15.9,68.5,17.1,37.2,2746.5,2271.4
7.17,62.3,46.5,60.1,17.7,12.5,1777.2,1462.4
5.19,84.4,78.3,56.8,48.6,15.7,6057.8,5298.0
5.27,38.1,64.0,62.2,6.7,23.2,5481.4,4743.0
4.66,14.5,61.1,72.0,27.4,27.5,2209.2,1858.2
5.18,53.4,53.2,69.9,33.3,34.5,3047.9,2503.5
5.61,92.2,31.1,18.4,34.7,39.6,6799.7,5222.1
5.21,81.1,17.7,39.0,39.0,21.7,4565.0,4434.5
4.85,43.0,21.8,31.1,39.2,11.4,5806.9,4225.2
4.98,15.8,5.5,53.1,48.0,34.0,2587.5,1929.9
6.34,67.3,55.5,14.9,39.0,28.1,2260.3,2242.9
5.33,85.1,65.9,71.0,42.1,16.0,5703.5,4987.9
5.96,69.8,25.2,18.5,29.0,24.8,5115.2,5340.3
6.51,48.3,11.9,31.7,34.6,32.3,5085.9,4148.8
7.26,21.1,30.2,72.6,26.5,33.1,4315.8,3449.5
4.66,92.0,26.9,14.1,17.4,25.0,4381.5,4505.0
7.7,34.8,38.8,62.8,19.1,19.2,5414.2,4703.2
7.01,30.2,24.8,84.0,21.2,39.2,2620.0,1995.5
4.83,83.4,30.5,59.4,20.3,29.9,3116.6,2622.3
7.99,98.3,73.1,67.0,29.0,22.2,6229.8,6083.2
8.18,69.4,30.1,73.4,16.1,18.4,2853.2,2312.2
4.74,66.2,63.9,27.8,28.2,31.9,4277.9,3452.0
5.61,38.7,51.9,56.5,46.2,17.3,5215.8,4572.2
7.72,11.8,30.3,34.7,23.3,15.2,6999.5,5411.5
7.49,27.3,66.3,30.0,15.0,25.9,3611.7,3357.6
5.24,62.6,49.6,25.4,20.6,18.7,3568.6,2912.1
5.34,23.6,5.6,56.8,44.5,28.9,6055.5,5815.8
5.98,89.5,10.2,73.6,47.4,13.5,5833.0,4764.5
6.44,26.9,61.4,80.1,44.9,29.6,5386.5,5084.0
6.97,57.0,38.5,44.3,17.9,18.5,3779.4,3519.2
5.98,56.1,35.4,39.8,22.5,10.0,2943.6,2199.5
6.35,64.4,15.9,65.0,48.9,13.8,4652.4,4281.3
7.49,39.5,16.8,72.4,19.6,38.0,6257.3,4636.8
4.65,88.6,64.8,30.3,11.2,36.0,6302.7,4446.0
5.51,50.0,67.2,33.8,17.7,17.0,1651.0,1478.4
7.35,73.0,47.0,52.7,48.4,33.4,3570.1,3039.0
8.08,67.2,27.1,45.6,23.7,28.3,3788.3,3542.9
6.55,20.5,75.0,66.5,47.0,39.1,6865.7,5124.4
6.63,66.0,51.8,50.4,9.7,21.2,5068.0,4936.3
4.93,59.6,64.7,18.9,39.5,30.4,3443.5,3291.3
6.29,90.9,5.2,23.3,9.2,11.9,1156.3,865.9
6.63,89.3,38.8,82.2,13.9,21.9,4392.3,4301.5
5.47,23.6,70.3,28.2,32.7,38.9,1576.5,1265.8
5.58,17.4,30.4,14.0,24.6,26.2,6006.7,5210.4
6.01,36.5,59.5,68.5,35.0,18.6,5515.1,4925.5
4.58,98.8,54.3,64.7,48.8,13.6,3763.1,3228.6
5.79,11.9,16.4,58.0,7.4,31.1,3575.3,3122.9
5.35,70.6,63.1,50.2,13.6,29.3,6384.0,5810.4
5.81,64.8,13.4,87.6,33.8,21.2,2730.8,2714.6
4.98,68.2,59.6,19.6,45.3,38.5,2494.1,1788.3
8.06,29.6,79.3,50.8,40.9,10.7,6635.2,4381.8
6.87,30.4,76.8,55.1,26.0,19.1,5855.5,5164.2
7.22,48.8,65.0,11.8,38.5,37.6,5923.8,4464.1
7.66,18.6,45.1,43.0,14.4,19.6,2171.2,1860.6
6.49,16.7,55.6,72.6,5.6,17.6,1859.8,1578.2
4.85,18.0,59.6,47.7,30.7,26.0,1156.2,1110.8
6.65,61.6,5.6,80.0,41.6,34.7,2422.2,1991.6
6.85,45.8,12.7,61.6,24.5,13.1,5645.1,4154.8
7.48,36.4,49.8,71.3,30.6,38.3,2440.2,1776.5
6.23,38.4,5.5,74.4,24.0,33.9,5374.6,4542.4
5.01,28.7,73.2,65.2,28.1,15.4,2511.4,1951.0
5.64,47.0,41.7,70.0,44.8,31.4,3371.8,3157.2
5.95,28.3,24.3,65.6,26.5,21.5,6899.0,6320.1
7.08,72.8,34.5,54.0,5.3,22.1,2468.9,2160.6
6.78,21.2,68.8,55.3,41.0,33.5,3258.2,3124.4
5.92,95.3,74.5,25.2,32.8,38.9,2806.5,2020.4
8.45,18.1,13.7,76.2,37.9,13.8,1657.7,1362.1
6.92,94.9,63.3,35.0,45.5,22.6,3939.4,4507.7
5.45,85.0,48.4,52.9,17.9,24.4,3272.1,3367.2
4.91,71.3,48.9,30.0,27.6,21.3,5169.3,4699.0
5.11,92.1,63.5,65.7,32.1,20.9,5905.6,5875.5
5.48,22.5,21.7,88.0,20.5,11.6,4265.5,3327.9
5.14,25.9,44.8,74.2,43.1,30.6,1193.2,1128.4
5.25,32.7,29.0,59.5,36.4,23.1,4713.5,4204.2
5.64,32.0,12.1,55.4,38.0,15.8,1332.3,1002.9
5.19,38.0,12.9,49.2,41.4,34.5,4698.1,3596.0
8.09,61.8,15.2,26.4,16.6,34.1,5110.2,3707.1
4.82,12.5,51.1,37.8,38.6,24.6,2186.6,1995.2
6.6,44.4,12.9,42.5,39.8,19.0,5916.1,5575.3
6.14,32.2,47.8,85.6,42.9,29.1,6466.5,6458.7
8.43,64.6,49.1,44.0,27.0,18.6,5878.5,5163.6
4.95,98.7,72.8,56.9,27.7,17.1,2830.7,2259.1
6.09,56.6,52.0,83.8,9.4,31.9,4519.9,3651.1
8.38,48.3,78.9,51.5,43.3,11.2,6488.9,4876.8
7.96,43.1,7.3,30.1,29.0,12.8,2924.0,2135.2
7.77,80.6,57.8,40.5,31.7,10.2,5920.2,4373.5
5.53,16.5,7.0,40.0,10.5,14.6,1056.9,778.8
5.18,96.4,59.7,67.2,32.1,12.1,1021.9,818.4
7.17,47.6,33.9,33.7,6.9,39.9,5558.3,3952.7
8.22,38.2,50.8,68.4,46.5,18.7,5568.7,5078.3
6.73,97.7,28.2,81.1,43.9,14.5,5733.9,4541.6
6.79,94.2,16.9,36.9,13.7,17.2,6580.2,6077.0
5.62,67.8,59.3,20.8,31.7,38.1,1707.4,1261.7
7.58,11.7,72.8,61.1,32.1,25.6,2391.9,2225.8
5.25,77.4,18.8,38.9,41.2,20.9,6422.3,6328.8
5.79,40.2,74.1,52.7,39.1,36.2,2063.4,1688.0
6.2,44.9,15.5,60.7,49.7,21.8,5093.4,4691.2
6.53,24.3,60.2,42.6,20.8,20.1,4182.8,4154.8
5.47,57.1,77.0,84.0,10.6,16.2,1499.2,1217.3
4.96,77.0,16.1,42.0,30.8,21.3,2711.6,2600.4
6.94,34.6,37.6,34.6,39.4,19.5,4122.2,4057.3
5.65,94.5,30.3,80.9,17.9,30.3,6114.1,5123.5
6.82,27.5,34.1,20.9,15.6,18.7,5245.2,4698.3
5.12,16.0,61.5,19.9,41.1,27.3,4731.3,4395.3
6.42,68.0,54.6,84.9,38.9,12.0,3976.2,3281.9
6.63,86.4,77.7,26.7,14.2,15.7,2792.1,2178.4
4.71,95.8,18.9,21.9,44.1,22.2,1715.5,1644.4
5.85,79.0,45.7,52.8,11.1,38.1,3454.5,2708.4
5.04,28.0,38.7,13.7,9.9,21.3,1171.1,1109.8
4.75,98.0,73.9,59.6,20.8,29.9,2266.3,1940.2
8.46,92.7,5.8,46.2,44.9,17.7,3594.9,2837.1
5.79,24.7,79.2,61.2,36.3,13.8,3511.6,2786.5
7.74,60.3,41.0,32.7,22.8,11.8,1265.8,829.8
5.52,60.0,51.9,82.4,12.1,19.2,4534.4,3921.9
7.23,49.8,32.0,31.6,37.1,14.7,4298.1,3821.8
7.54,98.6,68.9,61.0,32.0,15.2,1468.6,1158.1
6.88,15.4,47.1,85.6,49.4,32.8,6659.0,6098.5
6.39,66.4,54.7,42.1,39.5,10.5,1596.3,1252.7
6.15,28.5,53.7,22.9,9.6,26.7,6129.0,5518.1
5.9,57.5,32.3,15.5,37.8,21.4,1001.9,933.9
8.22,80.2,10.7,87.0,16.6,25.2,6293.7,6523.8
7.82,32.2,65.6,71.1,48.3,26.9,1118.3,1075.6
8.36,45.4,26.7,83.5,5.9,19.4,5546.9,4690.4
5.0,95.6,68.7,65.9,15.7,18.9,3170.1,2548.8
7.42,78.5,50.6,37.4,27.5,32.0,5429.3,4934.3
8.25,61.5,31.5,19.8,8.6,36.1,3410.5,2346.5
5.22,30.0,49.6,84.3,20.5,15.8,1425.4,1087.5
4.77,48.3,53.4,49.2,27.4,12.9,5605.0,3825.7
7.46,79.7,58.0,41.7,25.1,36.9,1427.5,1008.2
6.8,83.8,66.7,56.2,25.7,20.5,6532.7,6922.7
7.87,32.0,17.0,18.5,44.6,26.5,1305.8,1244.0
5.06,69.6,75.8,34.7,27.7,20.8,3876.0,3743.3
7.68,18.6,35.8,61.0,47.3,13.8,5338.2,4627.7
5.31,12.1,69.5,18.0,11.6,27.7,3359.5,2856.6
5.15,59.4,21.5,20.8,17.6,25.8,2303.4,2335.6
5.16,30.2,7.2,50.8,34.5,16.1,5554.5,4700.0
7.76,17.1,48.0,59.9,17.7,23.6,5705.8,5472.3
7.16,75.7,29.3,25.0,20.6,33.9,6536.2,5762.6
6.59,54.8,78.8,12.6,45.5,27.7,3257.0,3117.5
5.94,81.7,12.8,86.7,29.2,12.9,4037.5,3060.6
8.01,69.8,8.5,12.2,20.1,26.4,3178.8,2726.1
6.07,75.7,8.4,10.2,40.0,31.1,2542.5,2528.7
7.77,37.7,21.3,35.9,8.2,33.8,5506.2,3936.5
6.26,33.7,48.4,27.8,30.4,28.9,3037.9,3209.5
6.01,64.1,42.9,55.9,9.5,14.6,3568.9,2623.9
6.35,28.0,31.3,81.5,13.0,31.3,3422.0,3163.4
5.71,83.4,11.7,48.5,7.8,30.3,5276.0,4780.1
7.49,57.1,22.5,71.9,45.6,10.7,6506.8,5297.0
6.51,30.4,18.8,82.7,7.2,22.4,5000.5,4649.3
5.43,66.3,60.9,25.2,28.2,20.0,3829.5,3367.0
8.1,95.1,63.5,49.1,15.1,30.1,5675.2,5307.9
6.04,17.4,63.3,61.4,22.3,16.5,4845.8,4530.3
6.67,19.8,77.7,36.6,27.2,27.7,1363.7,1228.1
8.13,85.9,71.3,69.2,25.3,37.4,1574.0,1213.6
7.0,19.9,42.3,66.4,38.7,33.9,1227.5,1009.8
4.97,13.5,36.1,43.7,46.0,37.6,3740.9,2930.8
8.26,41.3,73.7,17.0,18.5,39.4,5955.1,4244.5
7.01,52.0,50.8,10.9,6.1,10.3,2878.5,2103.2
5.84,61.2,27.1,39.5,45.2,28.7,3305.0,3199.2
5.06,55.7,47.3,16.6,49.0,22.4,6456.9,5821.8
7.68,92.2,79.4,72.5,24.5,35.8,6021.4,4929.1
6.98,79.2,68.7,36.7,25.5,17.6,4990.3,4710.9
6.63,98.5,26.1,63.3,11.5,39.4,2600.8,2080.2
8.08,52.9,76.5,37.7,26.4,28.4,1702.2,1547.5
7.65,17.6,78.6,73.7,18.7,33.8,1096.4,851.7
5.11,96.0,22.3,81.1,49.7,12.6,1642.1,1199.2
5.75,10.4,72.2,77.0,13.3,15.5,2755.6,2365.2
5.49,79.8,71.2,48.8,22.0,32.8,4310.7,3725.4
7.48,12.8,8.0,16.7,32.7,10.7,1384.0,1009.7
4.63,78.5,55.2,39.7,20.5,34.5,1817.4,1316.7
6.78,94.4,27.9,44.0,26.3,10.4,2086.5,1403.1
7.55,45.0,55.6,86.8,48.8,29.7,4791.9,5054.5
8.01,31.7,73.5,55.2,27.9,21.0,4694.7,4538.7
5.87,30.4,42.4,61.3,46.0,28.3,4304.6,4193.9
7.79,54.3,36.1,72.6,6.9,30.9,2503.0,2102.2
4.94,25.4,74.1,55.5,10.4,20.3,3226.7,3018.8
7.89,70.6,78.1,57.9,47.5,13.2,1580.1,1192.6
5.01,43.2,9.7,29.6,10.8,12.1,2358.8,1732.7
6.09,39.1,74.2,14.7,38.1,27.7,6386.2,5776.9
7.69,51.5,11.2,67.7,25.1,25.6,6878.2,7243.4
5.1,58.8,30.3,77.9,23.3,32.3,4886.0,4197.2
5.42,22.8,62.2,43.0,34.7,25.3,6500.9,6531.7
7.39,73.7,63.3,53.9,37.7,22.7,4856.5,5076.6
7.38,89.5,59.4,34.6,46.9,21.9,1199.2,1098.5
7.06,35.0,7.9,46.0,16.6,10.8,6980.6,4665.6
7.28,26.2,15.0,26.7,36.4,20.1,1593.7,1431.9
6.67,78.4,75.2,70.8,20.4,39.3,5095.9,3972.0
5.51,26.5,11.1,49.4,37.3,36.2,2517.0,1835.9
5.88,13.7,10.9,53.8,11.4,19.9,3351.9,2870.5
5.23,65.7,67.7,13.0,25.6,27.6,4875.6,4371.1
8.13,31.6,53.1,59.8,13.3,35.4,3618.9,2801.7
6.83,25.5,31.4,26.2,20.1,23.2,2503.3,2644.2
6.1,98.3,17.4,40.7,37.2,10.5,3006.7,2124.7
6.35,36.3,71.3,43.0,15.5,12.2,3049.3,2197.8
8.29,91.3,79.1,45.9,35.8,25.3,6755.9,6898.3
5.11,26.0,8.7,28.2,27.3,39.1,5791.7,3971.0
6.84,83.7,46.6,78.0,9.1,30.8,3751.3,3558.9
6.52,55.2,24.6,44.2,22.4,12.1,2198.9,1633.1
6.95,17.1,67.4,59.0,44.1,15.7,5866.1,5172.5
4.57,76.0,31.0,59.1,49.5,33.1,1943.1,1607.0
7.99,90.3,58.6,58.6,21.6,35.2,2262.8,1709.8
8.23,24.7,45.5,54.7,7.5,28.5,3196.1,2884.1
6.76,75.3,45.6,75.8,10.9,29.3,6282.1,6279.7
7.29,50.1,69.3,75.0,40.5,10.9,1790.7,1322.0
8.19,77.8,40.3,43.4,34.5,34.9,1733.4,1414.1
7.33,74.3,68.4,60.9,17.8,33.6,3963.8,3129.5
5.11,12.4,32.3,18.2,22.6,17.8,2658.5,2299.6
6.81,26.1,18.1,17.3,41.5,31.3,4412.4,3864.3
6.93,52.4,39.2,48.4,23.6,16.4,3709.8,2960.1
6.2,94.0,42.4,82.0,39.0,11.2,3609.8,3118.9
7.45,40.8,40.9,62.0,18.3,16.0,1671.8,1342.5
8.24,66.6,65.6,63.5,37.6,15.4,1846.3,1545.0
8.2,11.1,47.4,22.6,26.0,20.1,5926.5,5398.2
6.3,74.0,71.6,46.3,29.5,22.6,6315.3,6693.3
4.95,64.3,43.6,42.1,31.9,25.3,2408.1,2404.4
8.44,74.4,21.9,72.6,25.3,24.3,1680.8,1556.5
7.86,91.4,14.7,21.0,26.0,18.1,1320.5,1212.8
5.0,23.2,70.1,53.1,17.0,10.9,4649.8,2983.5
8.18,33.5,9.2,82.9,49.4,28.2,5292.1,5389.6
7.98,99.6,13.8,81.4,45.8,21.9,3236.9,3280.7
6.58,24.1,9.8,78.2,28.7,19.0,5078.1,4764.6
6.87,74.9,36.8,40.0,6.6,36.0,5277.8,3986.3
6.1,75.3,44.9,85.3,12.6,32.4,6612.1,5400.3
